fragment,Fixation Duration_mean,Fixation Duration_sum,Fixation Duration_max,Fixation Duration_min,Fixation Duration_median,Fixation Duration_std,Fixation Duration 250_mean,Fixation Duration 250_sum,Fixation Duration 250_max,Fixation Duration 250_min,Fixation Duration 250_median,Fixation Duration 250_std,Fixation Duration 500_mean,Fixation Duration 500_sum,Fixation Duration 500_max,Fixation Duration 500_min,Fixation Duration 500_median,Fixation Duration 500_std,Fixation Count_mean,Fixation Count_sum,Fixation Count_max,Fixation Count_min,Fixation Count_median,Fixation Count_std,Fixation Count 250_mean,Fixation Count 250_sum,Fixation Count 250_max,Fixation Count 250_min,Fixation Count 250_median,Fixation Count 250_std,Fixation Count 500_mean,Fixation Count 500_sum,Fixation Count 500_max,Fixation Count 500_min,Fixation Count 500_median,Fixation Count 500_std,fixation_NumberOfPupilPeaks_mean,fixation_NumberOfPupilPeaks_sum,fixation_NumberOfPupilPeaks_max,fixation_NumberOfPupilPeaks_min,fixation_NumberOfPupilPeaks_median,fixation_NumberOfPupilPeaks_std,fixation_PupilSize_mean_mean,fixation_PupilSize_mean_sum,fixation_PupilSize_mean_max,fixation_PupilSize_mean_min,fixation_PupilSize_mean_median,fixation_PupilSize_mean_std,fixation_PupilSize_median_mean,fixation_PupilSize_median_sum,fixation_PupilSize_median_max,fixation_PupilSize_median_min,fixation_PupilSize_median_median,fixation_PupilSize_median_std,fixation_PupilSize_max_mean,fixation_PupilSize_max_sum,fixation_PupilSize_max_max,fixation_PupilSize_max_min,fixation_PupilSize_max_median,fixation_PupilSize_max_std,fixation_PupilSize_min_mean,fixation_PupilSize_min_sum,fixation_PupilSize_min_max,fixation_PupilSize_min_min,fixation_PupilSize_min_median,fixation_PupilSize_min_std,fixation_PupilSize_std_mean,fixation_PupilSize_std_sum,fixation_PupilSize_std_max,fixation_PupilSize_std_min,fixation_PupilSize_std_median,fixation_PupilSize_std_std,fixation_PupilSize_sum_mean,fixation_PupilSize_sum_sum,fixation_PupilSize_sum_max,fixation_PupilSize_sum_min,fixation_PupilSize_sum_median,fixation_PupilSize_sum_std,fixation_PupilPeaksAmplitude_mean_mean,fixation_PupilPeaksAmplitude_mean_sum,fixation_PupilPeaksAmplitude_mean_max,fixation_PupilPeaksAmplitude_mean_min,fixation_PupilPeaksAmplitude_mean_median,fixation_PupilPeaksAmplitude_mean_std,fixation_PupilPeaksAmplitude_median_mean,fixation_PupilPeaksAmplitude_median_sum,fixation_PupilPeaksAmplitude_median_max,fixation_PupilPeaksAmplitude_median_min,fixation_PupilPeaksAmplitude_median_median,fixation_PupilPeaksAmplitude_median_std,fixation_PupilPeaksAmplitude_max_mean,fixation_PupilPeaksAmplitude_max_sum,fixation_PupilPeaksAmplitude_max_max,fixation_PupilPeaksAmplitude_max_min,fixation_PupilPeaksAmplitude_max_median,fixation_PupilPeaksAmplitude_max_std,fixation_PupilPeaksAmplitude_min_mean,fixation_PupilPeaksAmplitude_min_sum,fixation_PupilPeaksAmplitude_min_max,fixation_PupilPeaksAmplitude_min_min,fixation_PupilPeaksAmplitude_min_median,fixation_PupilPeaksAmplitude_min_std,fixation_PupilPeaksAmplitude_std_mean,fixation_PupilPeaksAmplitude_std_sum,fixation_PupilPeaksAmplitude_std_max,fixation_PupilPeaksAmplitude_std_min,fixation_PupilPeaksAmplitude_std_median,fixation_PupilPeaksAmplitude_std_std,fixation_PupilPeaksAmplitude_sum_mean,fixation_PupilPeaksAmplitude_sum_sum,fixation_PupilPeaksAmplitude_sum_max,fixation_PupilPeaksAmplitude_sum_min,fixation_PupilPeaksAmplitude_sum_median,fixation_PupilPeaksAmplitude_sum_std,IsfixationInSpatialCluster_mean,IsfixationInSpatialCluster_sum,IsfixationInSpatialCluster_max,IsfixationInSpatialCluster_min,IsfixationInSpatialCluster_median,IsfixationInSpatialCluster_std,IsfixationInSpatialTemporalCluster_mean,IsfixationInSpatialTemporalCluster_sum,IsfixationInSpatialTemporalCluster_max,IsfixationInSpatialTemporalCluster_min,IsfixationInSpatialTemporalCluster_median,IsfixationInSpatialTemporalCluster_std,Spacecluster_countUniqueClusters,SpaceTimeCluster_countUniqueClusters,non-horizontal saccade_mean,non-horizontal saccade_sum,non-horizontal saccade_max,non-horizontal saccade_min,non-horizontal saccade_median,non-horizontal saccade_std,horizontal saccade_mean,horizontal saccade_sum,horizontal saccade_max,horizontal saccade_min,horizontal saccade_median,horizontal saccade_std,no saccade_mean,no saccade_sum,no saccade_max,no saccade_min,no saccade_median,no saccade_std,saccadic amplitude_mean,saccadic amplitude_sum,saccadic amplitude_max,saccadic amplitude_min,saccadic amplitude_median,saccadic amplitude_std,Sub-scanAverageWeightedDegree_mean,Sub-scanAverageWeightedDegree_sum,Sub-scanAverageWeightedDegree_max,Sub-scanAverageWeightedDegree_min,Sub-scanAverageWeightedDegree_median,Sub-scanAverageWeightedDegree_std,Sub-scanNtranstions_mean,Sub-scanNtranstions_sum,Sub-scanNtranstions_max,Sub-scanNtranstions_min,Sub-scanNtranstions_median,Sub-scanNtranstions_std,Sub-scanNUniqueVisits_mean,Sub-scanNUniqueVisits_sum,Sub-scanNUniqueVisits_max,Sub-scanNUniqueVisits_min,Sub-scanNUniqueVisits_median,Sub-scanNUniqueVisits_std,Sub-scanDensity_mean,Sub-scanDensity_sum,Sub-scanDensity_max,Sub-scanDensity_min,Sub-scanDensity_median,Sub-scanDensity_std,Sub-scanEntropy_mean,Sub-scanEntropy_sum,Sub-scanEntropy_max,Sub-scanEntropy_min,Sub-scanEntropy_median,Sub-scanEntropy_std,label_fragmentHighlighted_,participant,task
temp1 and temp2 declaration,122.5710871,3799.7037,291.6349,66.62995,108.31005,57.85128844,291.6349,291.6349,291.6349,291.6349,291.6349,,,0,,,,,1,31,1,1,1,0,0.032258065,1,1,0,0,0.179605302,0,0,0,0,0,0,1.516129032,47,5,0,1,1.150969671,1.667368402,51.68842045,1.852595997,1.346304027,1.706243398,0.167440115,1.679348035,52.0597891,1.852189105,1.313920791,1.731487516,0.1782531,1.797371949,55.71853043,1.879365175,1.55753089,1.815877199,0.080686975,1.515990115,46.99569357,1.833609186,1.050522085,1.580219405,0.252630678,0.091303377,2.830404676,0.260877808,0.007391175,0.053959244,0.077482534,140.3847179,4351.926256,155.6180637,113.0895382,143.7216915,14.13893868,0.226260171,6.335284782,0.695225068,0.001095506,0.092195174,0.242084647,0.21960307,6.148885966,0.695225068,9.71E-05,0.066795633,0.24706638,0.283316443,7.932860411,0.695225068,0.002651608,0.125016116,0.260164724,0.188958915,5.290849615,0.695225068,3.27E-05,0.031006316,0.25400339,0.135566965,1.626803577,0.438381047,0.001373977,0.062911305,0.15285571,0.260156038,8.064837183,0.770485714,0,0.09938557,0.265955543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483870968,15,1,0,0,0.508000508,0.419354839,13,1,0,0,0.50161031,0.096774194,3,1,0,0,0.300537154,6.238131055,193.3820627,74.16872656,0,4,12.90950212,1.952688172,60.53333333,3,0,2,1.10261555,2.580645161,80,4,0,3,1.4088812,2.225806452,69,5,0,2,1.334408169,1.210666667,30.26666667,1.5,0.5,1.333333333,0.290548651,1.3977745,34.94436251,2,0,1.584962501,0.533928652,0,20.15,t2_eclipse (B_11.java)
array list definition,125.00305,500.0122,200.00855,91.6679,104.167875,51.37298278,,0,,,,,,0,,,,,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,6,3,1,1,1,1.511702161,6.046808642,1.713040649,1.365101189,1.484333402,0.16999441,1.545524209,6.182096836,1.712811798,1.452333076,1.508475981,0.123448935,1.891536458,7.566145831,1.985291603,1.809358688,1.88574777,0.073229431,1.066730193,4.266920774,1.548217304,0.671656801,1.023523334,0.461615497,0.294749586,1.178998343,0.445585948,0.144082489,0.294664953,0.168495128,126.9829815,507.9319259,143.8954145,114.6684999,124.6840058,14.27953046,0.648094742,2.592378969,1.198640761,0.001980443,0.695878882,0.640486864,0.648217695,2.592870781,1.198640761,0.002472255,0.695878882,0.640321512,0.6484454,2.593781599,1.198640761,0.003383074,0.695878882,0.640015423,0.647621132,2.590484527,1.198640761,8.60E-05,0.695878882,0.641124276,0.001702669,0.001702669,0.001702669,0.001702669,0.001702669,,0.649084964,2.596339856,1.198640761,0.00594133,0.695878882,0.639156648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,3,1,0,1,0.5,0.25,1,1,0,0,0.5,0,0,0,0,0,0,5.82048144,23.28192576,10.44030651,2.236067977,5.302775638,3.673689481,1.55,6.2,1.6,1.5,1.55,0.057735027,3.5,14,4,3,3.5,0.577350269,4.5,18,5,4,4.5,0.577350269,0.775,3.1,0.8,0.75,0.775,0.028867513,1.79248125,7.169925001,2,1.584962501,1.79248125,0.239622012,0,20.15,t5_eclipse (C_3.java)
index function,119.4333411,10749.0007,324.9759,66.6049,95.819025,60.77156253,312.4759375,1249.90375,324.9759,283.3353,320.796275,19.82093486,,0,,,,,1,90,1,1,1,0,0.044444444,4,1,0,0,0.207234932,0,0,0,0,0,0,1.211111111,109,3,0,1,0.726612031,1.401205108,126.1084597,1.75803657,0.073671992,1.521214936,0.360998809,1.410497895,126.9448106,1.846645791,0.000238215,1.538398248,0.401309582,1.643482188,147.9133969,1.92865672,0.32110898,1.687739086,0.223833849,1.093285783,98.39572043,1.715417684,-0.141128858,1.253368866,0.504558828,0.175409203,15.78682824,0.647457397,0.005099682,0.139759437,0.147106372,117.8550689,10606.9562,147.6750718,6.18844735,128.1370445,30.38995002,0.374275603,29.19349702,1.635720094,0.001479939,0.255780528,0.394276904,0.356010494,27.7688185,1.635720094,0.001479939,0.253256518,0.399644881,0.480131673,37.45027047,1.964555457,0.001479939,0.318230582,0.507973166,0.286684642,22.3614021,1.635720094,7.13E-05,0.106819276,0.400422224,0.372412144,10.05512788,1.341186648,0.001566429,0.213206706,0.406850078,0.431150744,38.80356694,2.032386567,0,0.256736447,0.507090631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355555556,32,1,0,0,0.481363025,0.588888889,53,1,0,1,0.494791851,0.055555556,5,1,0,0,0.230344691,7.074989693,636.7490724,28.0713377,0,5,7.050385977,0.794444444,71.5,2.666666667,0,1,0.802636884,1.1,99,4,0,1,1.161653219,1.466666667,132,4,0,2,1.454941213,0.744791667,35.75,1.333333333,0.5,0.666666667,0.201506039,0.93613724,44.93458751,1.584962501,0,1,0.542222116,1,20.15,t5_eclipse (C_3.java)
other,91.6456,274.9368,100.01755,83.334,91.58525,8.341938728,,0,,,,,,0,,,,,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,5,2,1,2,0.577350269,1.669556373,5.008669119,1.75240628,1.539005134,1.717257704,0.114418421,1.735414162,5.206242487,1.747551476,1.727134939,1.731556072,0.010741154,1.820149164,5.460447492,1.870297562,1.780791241,1.809358688,0.04571839,1.334419453,4.00325836,1.715170194,0.671656801,1.616431365,0.576088612,0.161660463,0.484981389,0.415035925,0.03379551,0.036149954,0.219432745,141.3281563,423.9844688,147.2021275,130.8154364,145.9669048,9.125206993,0.435230607,1.30569182,1.198640761,0.009943281,0.097107778,0.662567514,0.435230607,1.30569182,1.198640761,0.009943281,0.097107778,0.662567514,0.470181925,1.410545776,1.198640761,0.018788011,0.193117004,0.636857014,0.400279288,1.200837865,1.198640761,0.001098552,0.001098552,0.691401317,0.074142943,0.148285886,0.135777549,0.012508337,0.074142943,0.087164496,0.470914293,1.41274288,1.198640761,0.019886563,0.194215556,0.636228739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.939710637,8.81913191,3.16227766,2.828427125,2.828427125,0.192748696,1.566666667,4.7,1.6,1.5,1.6,0.057735027,3.666666667,11,4,3,4,0.577350269,4.666666667,14,5,4,5,0.577350269,0.783333333,2.35,0.8,0.75,0.8,0.028867513,1.861654167,5.584962501,2,1.584962501,2,0.239622012,0,20.15,t5_eclipse (C_3.java)
question,74.99835,149.9967,83.32045,66.67625,74.99835,11.76922669,,0,,,,,,0,,,,,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,2,1,1.5,0.707106781,1.546434442,3.092868884,1.651575166,1.441293718,1.546434442,0.148691437,1.566905279,3.133810559,1.653914865,1.479895694,1.566905279,0.123050136,1.718682118,3.437364237,1.74466531,1.692698927,1.718682118,0.036745782,1.267267271,2.534534542,1.393110039,1.141424503,1.267267271,0.177968549,0.140120606,0.280241211,0.206942083,0.073299128,0.140120606,0.09449984,129.9004931,259.8009862,138.7323139,121.0686723,129.9004931,12.49008074,0.134372534,0.268745068,0.26161915,0.007125918,0.134372534,0.17995389,0.134372534,0.268745068,0.26161915,0.007125918,0.134372534,0.17995389,0.137866762,0.275733525,0.26161915,0.014114375,0.137866762,0.175012304,0.130878305,0.261756611,0.26161915,0.000137461,0.130878305,0.184895475,0.009883171,0.009883171,0.009883171,0.009883171,0.009883171,,0.137935493,0.275870986,0.26161915,0.014251836,0.137935493,0.174915105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0.5,0.707106781,0.5,1,1,0,0.5,0.707106781,0,0,0,0,0,0,22.51387819,45.02775638,27,18.02775638,22.51387819,6.344334308,1.333333333,2.666666667,1.333333333,1.333333333,1.333333333,0,2,4,2,2,2,0,3,6,3,3,3,0,0.666666667,1.333333333,0.666666667,0.666666667,0.666666667,0,1,2,1,1,1,0,0,20.15,t5_eclipse (C_3.java)
shapes declarations and add,168.6611764,14673.52235,708.2564,66.6468,133.3492,108.6798371,354.1380786,4957.9331,708.2564,258.27825,304.1072,133.0705183,620.777975,1241.55595,708.2564,533.29955,620.777975,123.7131751,1,87,1,1,1,0,0.16091954,14,1,0,0,0.369586923,0.022988506,2,1,0,0,0.150735522,1.597701149,139,4,0,1,0.981927034,1.72527534,150.0989546,2.003086514,0.477986733,1.768686166,0.222696311,1.741429812,151.5043937,2.007416944,0.284222557,1.787408918,0.236443126,1.908155283,166.0095096,2.058900019,1.650147427,1.921465399,0.088863091,1.493324718,129.9192505,1.970174369,0.079859587,1.571059426,0.384803211,0.133297062,11.59684442,0.762563035,0.010062438,0.092595544,0.130711247,145.1337897,12626.6397,169.2552343,40.62887235,148.5696379,18.75289366,0.286434399,23.20118632,1.938140749,0.001139491,0.114359008,0.446716399,0.276693046,22.41213673,1.938140749,2.42E-05,0.109643359,0.451150201,0.369140057,29.90034462,1.938140749,0.003277969,0.196737439,0.503228771,0.221758176,17.96241224,1.938140749,5.40E-06,0.026075842,0.447885987,0.195033057,7.801322261,1.368724318,0.001851976,0.144623737,0.299326097,0.354166671,30.81250041,1.940613004,0,0.196737439,0.494455056,0.057471264,5,1,0,0,0.234090116,0.068965517,6,1,0,0,0.254864462,1,3,0.724137931,63,1,0,1,0.449538657,0.252873563,22,1,0,0,0.437178874,0.011494253,1,1,0,0,0.107211253,4.935088366,429.3526878,50.60632372,0,3,6.890426916,1.941762452,168.9333333,2.666666667,0,2,0.512182804,4.137931034,360,6,0,4,1.373947071,4.172413793,363,5,0,4,0.878779499,0.982170543,84.46666667,1.333333333,0.666666667,1,0.234810321,1.955412893,168.1655088,2.584962501,1,2,0.521361974,0,20.15,t5_eclipse (C_3.java)
while loop,134.2619754,9532.60025,474.94895,66.62805,116.60605,66.32538019,320.8189125,1283.27565,474.94895,258.33425,274.996225,103.2785121,,0,,,,,1,71,1,1,1,0,0.056338028,4,1,0,0,0.232214429,0,0,0,0,0,0,1.281690141,91,4,0,1,0.777966187,1.615541543,114.7034496,1.883968718,1.19643777,1.646576811,0.16011812,1.637943154,116.293964,1.913630512,1.095870354,1.653266451,0.156922727,1.813669078,128.7705045,2.01644569,1.620088619,1.803408628,0.088094402,1.35984616,96.54907739,1.77811797,0.120912531,1.478901586,0.351039909,0.149836095,10.63836273,0.483767683,0.005209595,0.111411546,0.122108208,135.9034862,9649.14752,158.2533723,100.5007726,138.835482,13.42588796,0.370646182,24.09200182,1.78845768,0.002000423,0.221175041,0.413003866,0.370042748,24.05277865,1.78845768,9.08E-05,0.221175041,0.413519005,0.422031858,27.43207076,1.78845768,0.002725266,0.265831394,0.432275048,0.319979123,20.79864297,1.78845768,2.44E-05,0.125435133,0.427024804,0.233064492,4.661289849,0.701684372,0.003357341,0.126070611,0.238044643,0.407976327,28.96631925,1.78845768,0,0.235370229,0.445749424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718309859,51,1,0,1,0.453024711,0.23943662,17,1,0,0,0.429776976,0.042253521,3,1,0,0,0.20259881,8.213575422,583.163855,30.59411708,0,6.08276253,6.530302655,1.936619718,137.5,2.666666667,0,2,0.791004082,3.028169014,215,5,0,3,1.453781581,2.873239437,204,5,0,3,1.027195592,1.041666667,68.75,1.333333333,0.5,1.25,0.301438857,1.446454872,95.46602155,2.321928095,0,1.5,0.572149651,0,20.15,t5_eclipse (C_3.java)
add to array,338.8581353,17281.7649,1158.2008,66.66005,258.26435,244.9335572,495.1421173,12873.69505,1158.2008,258.26435,391.606925,256.7560985,769.91526,7699.1526,1158.2008,541.59275,737.41765,204.4908992,1,51,1,1,1,0,0.509803922,26,1,0,1,0.504878164,0.196078431,10,1,0,0,0.400979194,1.450980392,74,4,0,1,0.90141501,1.122135769,57.22892422,1.344713409,0.792899981,1.149719089,0.156154917,1.132939669,57.77992313,1.34780609,0.771139954,1.150141989,0.155142467,1.251197882,63.81109198,1.382124309,1.001061946,1.309302605,0.112215463,0.972017777,49.57290664,1.325767755,0.392184969,1.057561625,0.240061213,0.091865792,4.685155416,0.358315061,0.007522919,0.06851615,0.073897111,94.3243662,4810.542676,113.6518082,66.60359837,96.80446853,13.1297413,0.232833402,10.24466969,0.948941988,0.001611945,0.143871508,0.255235213,0.225308975,9.913594903,0.948941988,4.07E-05,0.111154123,0.258519649,0.308753915,13.58517227,0.948941988,0.002129296,0.205795793,0.3017831,0.165353387,7.275549011,0.948941988,8.39E-06,0.032634555,0.265138226,0.179174444,4.300186645,0.646790413,0.000731646,0.102046354,0.194144578,0.278416866,14.19926016,0.983184203,0,0.153721871,0.305254016,0.509803922,26,1,0,1,0.504878164,0.176470588,9,1,0,0,0.385013369,4,4,0.68627451,35,1,0,1,0.468623349,0.294117647,15,1,0,0,0.460178993,0.019607843,1,1,0,0,0.140028008,6.303487106,321.4778424,22.20360331,0,4,5.937286527,1.690196078,86.2,3,1,1.6,0.567305292,2.666666667,136,5,1,3,1.177568116,3.098039216,158,5,2,3,0.964466733,0.845098039,43.1,1.5,0.5,0.8,0.283652646,1.184896058,60.42969894,2.321928095,0,1.584962501,0.771941376,0,20.16,t0_eclipse (B_9.java)
array list definition,197.6006214,1383.20435,233.3582,158.31475,183.31655,29.94710423,,0,,,,,,0,,,,,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,10,3,1,1,0.786795792,1.215770541,8.510393789,1.338092505,1.140334613,1.189872016,0.080247414,1.231950392,8.623652744,1.340749818,1.153366954,1.216008928,0.08361202,1.291391573,9.039741008,1.377282445,1.184667326,1.295767587,0.07265456,1.104284516,7.729991609,1.288091235,1.044931355,1.045518889,0.090616516,0.056922182,0.398455271,0.096601404,0.023154811,0.063178607,0.028180691,102.1247255,714.8730783,112.3997705,95.7881075,99.94924937,6.740782775,0.292382484,2.046677385,0.714054967,0.001783545,0.259139418,0.305971217,0.288610741,2.020275186,0.714054967,0.001783545,0.259139418,0.309258763,0.309716795,2.168017564,0.714054967,0.001783545,0.259139418,0.292846037,0.278819915,1.951739405,0.714054967,0.001783545,0.259139418,0.318821056,0.060306736,0.120613472,0.088305395,0.032308077,0.060306736,0.039596083,0.317008388,2.219058719,0.714054967,0.001783545,0.259139418,0.289293408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,2,1,0,0,0.487950036,0.714285714,5,1,0,1,0.487950036,0,0,0,0,0,0,13.02329451,91.16306157,25.07987241,2,10,8.791630498,1.285714286,9,2,1,1,0.487950036,1.571428571,11,3,1,1,0.975900073,2.285714286,16,3,2,2,0.487950036,0.642857143,4.5,1,0.5,0.5,0.243975018,0.452846429,3.169925001,1.584962501,0,0,0.77338251,0,20.16,t0_eclipse (B_9.java)
for loop,399.6329634,40362.9293,2891.3516,66.6615,291.617,401.7680338,547.6254328,33405.1514,2891.3516,258.23025,399.96005,459.6796886,898.8160761,20672.76975,2891.3516,508.31485,649.91735,602.4645646,1,101,1,1,1,0,0.603960396,61,1,0,1,0.491512114,0.227722772,23,1,0,0,0.421454342,1.673267327,169,5,0,2,0.8844084,1.164880822,117.652963,1.360361148,0.71504134,1.183697306,0.130294064,1.180243244,119.2045676,1.361919974,0.7398959,1.201930254,0.125813836,1.276393689,128.9157626,1.418383921,0.906549968,1.288268406,0.084454323,1.022180548,103.2402353,1.338948864,0.126293057,1.082974769,0.230797674,0.081662805,8.247943342,0.382064679,0.004413298,0.058300168,0.073888279,97.99421321,9897.415535,115.124985,60.06347259,100.1355538,10.92393335,0.164364896,15.94339493,0.99785685,6.21E-05,0.062071597,0.227849629,0.15632105,15.16314183,0.99785685,2.12E-05,0.053114823,0.230572033,0.210661324,20.43414841,0.99785685,0.000146616,0.123758932,0.240879392,0.126784672,12.29811316,0.99785685,3.90E-06,0.020262636,0.237729869,0.102062783,5.3072647,0.407027887,7.32E-05,0.073757125,0.111628768,0.211021787,21.31320053,0.99785685,0,0.125405722,0.24006287,0.554455446,56,1,0,1,0.499504705,0.386138614,39,1,0,0,0.489291264,3,11,0.366336634,37,1,0,0,0.484205995,0.584158416,59,1,0,1,0.495324676,0.04950495,5,1,0,0,0.218001726,5.919578069,597.877385,23.19482701,0,4,5.391491578,1.01650165,102.6666667,2.5,0,1,0.81768812,1.594059406,161,5,0,1,1.530870457,1.97029703,199,4,0,2,1.539190992,0.754901961,51.33333333,1.25,0.5,0.708333333,0.245980268,1.00841066,68.57192489,2.321928095,0,1.29248125,0.856676753,1,20.16,t0_eclipse (B_9.java)
objects declaration,258.8180704,12682.08545,591.5943,91.6586,216.6268,126.4995823,387.23275,7357.42225,591.5943,250.0028,374.97725,103.029664,549.94025,1649.82075,591.5943,508.28695,549.9395,41.65367501,1,49,1,1,1,0,0.387755102,19,1,0,0,0.492287455,0.06122449,3,1,0,0,0.242226071,1.183673469,58,3,0,1,0.808122036,1.185909403,58.10956072,1.34787863,0.847337717,1.189606548,0.094144026,1.197367447,58.67100489,1.357147572,0.858957216,1.202197773,0.096315046,1.300152898,63.70749202,1.377282445,0.975401872,1.322650554,0.069137217,1.04252247,51.08360104,1.285747093,0.420527071,1.058121025,0.178477334,0.081192166,3.978416153,0.339284328,0.016723204,0.066365328,0.060142894,99.78875441,4889.648966,113.2218049,71.17636823,99.92695004,7.964719168,0.135808868,5.432354703,0.714054967,0.001936974,0.077044938,0.152408437,0.134487887,5.379515499,0.714054967,0.001936974,0.077044938,0.153246059,0.159185964,6.367438579,0.714054967,0.001936974,0.153117195,0.150383673,0.113752751,4.55011003,0.714054967,8.39E-06,0.034672129,0.16230805,0.081289987,1.219349812,0.139809182,0.0067761,0.106478919,0.04829994,0.137026356,6.714291463,0.714054967,0,0.077333063,0.15271803,0.142857143,7,1,0,0,0.353553391,0.224489796,11,1,0,0,0.421569791,1,4,0.448979592,22,1,0,0,0.502544546,0.551020408,27,1,0,1,0.502544546,0,0,0,0,0,0,7.328686897,359.1056579,27.01851217,1,5,6.055691314,1.340816327,65.7,2.5,0,1.5,0.69139102,2.285714286,112,5,0,3,1.457737974,2.795918367,137,5,0,3,1.41391289,0.782142857,32.85,1.25,0.5,0.75,0.224465425,1.235955876,51.9101468,2.321928095,0,1.584962501,0.776502532,0,20.16,t0_eclipse (B_9.java)
other,214.7424023,4724.33285,508.2483,133.2747,199.933975,83.23043527,343.6811375,1374.72455,508.2483,258.22455,304.12585,115.9360483,508.2483,508.2483,508.2483,508.2483,508.2483,,1,23,1,1,1,0,0.173913043,4,1,0,0,0.387553388,0.043478261,1,1,0,0,0.208514414,1.260869565,29,5,0,1,1.321754733,1.190122666,27.37282132,1.322348119,1.05369525,1.19430847,0.071538448,1.197609439,27.5450171,1.3146311,1.068369505,1.227336275,0.075392326,1.281336279,29.47073443,1.363377249,1.164791627,1.295767587,0.044373542,1.074401995,24.71124589,1.283207211,0.904044343,1.052049285,0.106259783,0.066145995,1.521357886,0.154481797,0.006856062,0.076914586,0.035012274,100.2809696,2306.462302,111.077242,88.51040098,101.4857197,6.042933727,0.185512654,3.339227772,0.412217968,0.000539411,0.2220552,0.148229425,0.181802846,3.272451226,0.412217968,6.52E-05,0.2220552,0.152274832,0.197290351,3.551226322,0.412217968,0.001996499,0.247762515,0.143606335,0.181292464,3.263264352,0.412217968,3.08E-05,0.2220552,0.152894952,0.036617015,0.14646806,0.123854402,0.000971555,0.010821052,0.058366441,0.154595772,3.555702753,0.412217968,0,0.196347884,0.151022258,0,0,0,0,0,0,0.086956522,2,1,0,0,0.288104066,0,1,0.260869565,6,1,0,0,0.448977759,0.695652174,16,1,0,1,0.470471969,0,0,0,0,0,0,6.227063216,143.222454,25.61249695,0,5,5.032371234,1.47826087,34,2,1,1,0.510753918,2.434782609,56,4,1,1,1.532261755,2.956521739,68,4,2,2,1.021507837,0.739130435,17,1,0.5,0.5,0.255376959,0.956521739,22,2,0,0,1.021507837,0,20.16,t0_eclipse (B_9.java)
question,199.1068316,3783.0298,358.303,108.27535,191.6427,72.90246667,299.98063,1499.90315,358.303,250.02135,283.27425,44.47588556,,0,,,,,1,19,1,1,1,0,0.263157895,5,1,0,0,0.452413928,0,0,0,0,0,0,1.263157895,24,3,0,1,0.733492806,1.187131466,22.55549786,1.333888694,0.883353454,1.23772797,0.141434005,1.215212548,23.0890384,1.359525625,0.993311916,1.268652225,0.126800839,1.320210809,25.08400538,1.392308615,1.168460502,1.327429302,0.061838703,0.978838501,18.59793152,1.301632217,0.392184969,1.023769761,0.273662486,0.105316222,2.001008212,0.306452593,0.007411188,0.089220703,0.085928349,99.99078311,1899.824879,112.0466503,74.2016901,104.0069595,12.10258208,0.179745271,3.055669602,0.648832385,0.006250564,0.107171826,0.19606727,0.179380248,3.049464212,0.648832385,4.52E-05,0.107171826,0.196415923,0.202510233,3.442673957,0.648832385,0.018685332,0.107171826,0.202337361,0.157345332,2.674870636,0.648832385,2.12E-05,0.06965079,0.201316933,0.090081704,0.540490222,0.208057366,0.010768832,0.050213039,0.093887315,0.194189494,3.689600379,0.648832385,0,0.107171826,0.208091434,0.210526316,4,1,0,0,0.418853908,0,0,0,0,0,0,1,0,0.315789474,6,1,0,0,0.477566933,0.684210526,13,1,0,1,0.477566933,0,0,0,0,0,0,9.542437689,181.3063161,18.86796226,1,9.486832981,5.710106908,1.292982456,24.56666667,2,1,1.333333333,0.314579662,2.210526316,42,4,1,2,1.315672509,3.157894737,60,5,2,3,1.25888654,0.646491228,12.28333333,1,0.5,0.666666667,0.157289831,0.881836184,16.7548875,2,0,1,0.905576929,0,20.16,t0_eclipse (B_9.java)
